Grad,Deo_Grada,Ulica,Cena_EUR,Kvadratura_m2,Cena_po_m2,Naslov,Link,Lokacija_Osnovna
Beograd,Voždovac,N/A,268000,73.0,3671.23,VOJVODE STEPE 3.0 - VOŽDOVAC,https://www.nekretnine.rs/stambeni-objekti/stanovi/vojvode-stepe-30-vozdovac/Nka6CHBHWua/,"Voždovac, Beograd, Srbija"
Beograd,Voždovac,N/A,205000,72.0,2847.22,VOJVODE STEPE 3.0 - VOŽDOVAC,https://www.nekretnine.rs/stambeni-objekti/stanovi/vojvode-stepe-30-vozdovac/NkARtNYyj2m/,"Voždovac, Beograd, Srbija"
Beograd,Crveni krst,N/A,475000,118.0,4025.42,CRVENI KRST 4.0 LUX - SA GARAŽOM,https://www.nekretnine.rs/stambeni-objekti/stanovi/crveni-krst-40-lux-sa-garazom/NkFDsyexcUM/,"Crveni krst, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,391000,85.0,4600.0,ČUBURA LUX 4.0 - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/cubura-lux-40-bez-provizije/Nk0gBx4IiDT/,"Vračar (Centar), Beograd, Srbija"
Beograd,Vračar (Centar),N/A,391000,85.0,4600.0,ČUBURA LUX 4.0 - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/cubura-lux-40-bez-provizije/Nk0gBx4IiDT/,"Vračar (Centar), Beograd, Srbija"
Beograd,Vračar (Centar),N/A,391000,85.0,4600.0,ČUBURA 4.0 LUX - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/cubura-40-lux-bez-provizije/NkYXvrL7da1/,"Vračar (Centar), Beograd, Srbija"
Beograd,Novi Beograd Blok 65,N/A,265000,55.0,4818.18,WELLPORT 2.0 - NOV,https://www.nekretnine.rs/stambeni-objekti/stanovi/wellport-20-nov/Nk0d5Ckcsu7/,"Novi Beograd Blok 65, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,215600,49.0,4400.0,SC VRAČAR Premium - 49m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-49m2/Nko1SDxSnav/,"Vračar (Centar), Beograd, Srbija"
Beograd,Beograd na vodi,N/A,288000,56.0,5142.86,BW IRIS 2.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-iris-20-lux/NkSBsj_erZx/,"Beograd na vodi, Beograd, Srbija"
Beograd,Đeram pijaca,N/A,305000,83.0,3674.7,ĐERAM PIJACA 4.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/deram-pijaca-40-lux/NkEGk6A3mNA/,"Đeram pijaca, Beograd, Srbija"
Beograd,Voždovac,N/A,166000,47.0,3531.91,VOJVODE STEPE 2.0 - NOV,https://www.nekretnine.rs/stambeni-objekti/stanovi/vojvode-stepe-20-nov/NkiHku134-z/,"Voždovac, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,349000,83.0,4204.82,BW QUARTET III 3.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-quartet-iii-30-lux/NkZaX75HJGQ/,"Beograd na vodi, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,390000,84.0,4642.86,BW VISTA 3.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-vista-30-lux/NkwfZov3I32/,"Beograd na vodi, Beograd, Srbija"
Beograd,Učiteljsko naselje,N/A,299999,78.0,3846.14,UČITELJSKO NASELJE 3.0 - PENTHOUSE,https://www.nekretnine.rs/stambeni-objekti/stanovi/uciteljsko-naselje-30-penthouse/NkiD48eR8cF/,"Učiteljsko naselje, Beograd, Srbija"
Beograd,Vidikovac,N/A,164000,41.0,4000.0,VIDIKOVAC 2.0 - NOV,https://www.nekretnine.rs/stambeni-objekti/stanovi/vidikovac-20-nov/NkeuYLnur0y/,"Vidikovac, Beograd, Srbija"
Beograd,Novi Beograd Blok 58,N/A,410000,85.0,4823.53,LASTAVICE 4.0 - NOV,https://www.nekretnine.rs/stambeni-objekti/stanovi/lastavice-40-nov/NkrrXiJlR3e/,"Novi Beograd Blok 58, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,496800,108.0,4600.0,ČUBURA LUX 4.0 - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/cubura-lux-40-bez-provizije/Nkh-m6-n1Sl/,"Vračar (Centar), Beograd, Srbija"
Beograd,Južni bulevar,N/A,389325,87.0,4475.0,VRAČAR POLITOVA 3.0 LUX - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-politova-30-lux-bez-provizije/Nkd5mJrozNR/,"Južni bulevar, Beograd, Srbija"
Beograd,Južni bulevar,N/A,371425,83.0,4475.0,VRAČAR POLITOVA 3.0 LUX - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-politova-30-lux-bez-provizije/NkOnWxurGmS/,"Južni bulevar, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,220000,50.0,4400.0,SC VRAČAR Premium - 50m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-50m2/Nk531SpJ4UD/,"Vračar (Centar), Beograd, Srbija"
Beograd,Vračar (Centar),N/A,221250,59.0,3750.0,ČUBURA POSLOVNI APARTMAN 2.0 - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/cubura-poslovni-apartman-20-bez-provizije/NkptiLS743X/,"Vračar (Centar), Beograd, Srbija"
Beograd,Kalemegdan,N/A,460000,110.0,4181.82,KALEMEGDAN 3.0 - CENTAR,https://www.nekretnine.rs/stambeni-objekti/stanovi/kalemegdan-30-centar/Nk_0CR5mmIR/,"Kalemegdan, Beograd, Srbija"
Beograd,Kalenić pijaca,N/A,284000,95.0,2989.47,KALENIĆ PIJACA 4.0 - VRAČAR,https://www.nekretnine.rs/stambeni-objekti/stanovi/kalenic-pijaca-40-vracar/Nkv0zWlim2I/,"Kalenić pijaca, Beograd, Srbija"
Beograd,Kalenić pijaca,N/A,350000,83.0,4216.87,KALENIĆ PIJACA 3.0 - VRAČAR,https://www.nekretnine.rs/stambeni-objekti/stanovi/kalenic-pijaca-30-vracar/NkcMCOoJgmB/,"Kalenić pijaca, Beograd, Srbija"
Beograd,Novi Beograd Blok 28 (Potkovica),N/A,229000,65.0,3523.08,ARENA 3.0 - NOVI BEOGRAD,https://www.nekretnine.rs/stambeni-objekti/stanovi/arena-30-novi-beograd/NkqU6KvMAue/,"Novi Beograd Blok 28 (Potkovica), Beograd, Srbija"
Beograd,Voždovac,N/A,161000,46.0,3500.0,VOJVODE STEPE 1.0 - NOV,https://www.nekretnine.rs/stambeni-objekti/stanovi/vojvode-stepe-10-nov/NkhJYyzmIJr/,"Voždovac, Beograd, Srbija"
Beograd,Lekino brdo,N/A,345000,89.0,3876.4,LEKINO BRDO 4.0 - DUPLEX,https://www.nekretnine.rs/stambeni-objekti/stanovi/lekino-brdo-40-duplex/Nk5zojWk7-f/,"Lekino brdo, Beograd, Srbija"
Beograd,Crveni krst,N/A,377200,92.0,4100.0,CRVENI KRST LUX - 92m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/crveni-krst-lux-92m2/Nk6A1b35cDH/,"Crveni krst, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,215600,49.0,4400.0,SC VRAČAR Premium - 49m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-49m2/NkKQ9uYF3Ds/,"Vračar (Centar), Beograd, Srbija"
Beograd,Vračar (Centar),N/A,220000,50.0,4400.0,SC VRAČAR Premium - 50m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-50m2/NkB7EvCYN7D/,"Vračar (Centar), Beograd, Srbija"
Beograd,Novi Beograd Blok 7 (Paviljoni),N/A,235000,58.0,4051.72,STARI MERKATOR 2.0 - BLOK 7,https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-merkator-20-blok-7/Nkmu7HkdVP0/,"Novi Beograd Blok 7 (Paviljoni), Beograd, Srbija"
Beograd,Vračar (Centar),N/A,400200,87.0,4600.0,ČUBURA 3.0 LUX - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/cubura-30-lux-bez-provizije/NkGklXt1Ihv/,"Vračar (Centar), Beograd, Srbija"
Beograd,Južni bulevar,N/A,391500,87.0,4500.0,VRAČAR POLITOVA 3.0 LUX - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-politova-30-lux-bez-provizije/NkyLa3kaW0k/,"Južni bulevar, Beograd, Srbija"
Beograd,Crveni krst,N/A,278800,68.0,4100.0,CRVENI KRST LUX - 68m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/crveni-krst-lux-68m2/Nkbp0mxRcgC/,"Crveni krst, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,270000,59.0,4576.27,BW QUARTET 4 2.O - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-quartet-4-2o-lux/Nkr2INtBvBe/,"Beograd na vodi, Beograd, Srbija"
Beograd,Cvetanova ćuprija,N/A,225000,104.0,2163.46,CVETANOVA ĆUPRIJA 4.0 - DUPLEX,https://www.nekretnine.rs/stambeni-objekti/stanovi/cvetanova-cuprija-40-duplex/Nk7iF-Z8jZH/,"Cvetanova ćuprija, Beograd, Srbija"
Beograd,Novi Beograd Blok 23,N/A,330000,75.0,4400.0,SAVA CENTAR 3.0 - BLOK 23,https://www.nekretnine.rs/stambeni-objekti/stanovi/sava-centar-30-blok-23/Nk6UPK2vaB6/,"Novi Beograd Blok 23, Beograd, Srbija"
Beograd,Savski venac,N/A,330000,95.0,3473.68,EKONOMSKI FAKULTET 3.0 - SALONAC,https://www.nekretnine.rs/stambeni-objekti/stanovi/ekonomski-fakultet-30-salonac/NkkS3l6sfcR/,"Savski venac, Beograd, Srbija"
Beograd,Kalenić pijaca,N/A,432000,90.0,4800.0,KALENIĆ PIJACA 3.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/kalenic-pijaca-30-lux/NkrZ9SSGsvs/,"Kalenić pijaca, Beograd, Srbija"
Beograd,Južni bulevar,N/A,841750,185.0,4550.0,VRAČAR POLITOVA PENTHOUSE 5.0  - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-politova-penthouse-50-bez-provizije/Nk2NP1V5WYU/,"Južni bulevar, Beograd, Srbija"
Beograd,Južni bulevar,N/A,1274000,280.0,4550.0,VRAČAR POLITOVA PENTHOUSE 6.0 - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-politova-penthouse-60-bez-provizije/NkMdtgHLXDW/,"Južni bulevar, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,215600,49.0,4400.0,SC VRAČAR Premium - 49m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-49m2/Nksq6_Xd2Iv/,"Vračar (Centar), Beograd, Srbija"
Beograd,Crveni krst,N/A,377200,92.0,4100.0,CRVENI KRST LUX - 92m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/crveni-krst-lux-92m2/NkBKAq1-5HM/,"Crveni krst, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,215600,49.0,4400.0,SC VRAČAR Premium - 49m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-49m2/Nk-int7YwNW/,"Vračar (Centar), Beograd, Srbija"
Beograd,Crveni krst,N/A,377200,92.0,4100.0,CRVENI KRST LUX - 92m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/crveni-krst-lux-92m2/NkwpamDePid/,"Crveni krst, Beograd, Srbija"
Beograd,Slavija,N/A,320000,86.0,3720.93,SLAVIJA 3.0 - SALONAC,https://www.nekretnine.rs/stambeni-objekti/stanovi/slavija-30-salonac/NkjcMiNJMgm/,"Slavija, Beograd, Srbija"
Beograd,Južni bulevar,N/A,367275,83.0,4425.0,VRAČAR POLITOVA LUX 3.0 - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-politova-lux-30-bez-provizije/NkR-XxeVi6K/,"Južni bulevar, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,391000,85.0,4600.0,ČUBURA 4.0 LUX - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/cubura-40-lux-bez-provizije/Nkof-WjELCJ/,"Vračar (Centar), Beograd, Srbija"
Beograd,Zvezdarska Šuma,N/A,190400,68.0,2800.0,ZELENO BRDO 3.0 - BEZ PROVIZIJE!,https://www.nekretnine.rs/stambeni-objekti/stanovi/zeleno-brdo-30-bez-provizije/Nk5Jqb-t-u2/,"Zvezdarska Šuma, Beograd, Srbija"
Beograd,Novi Beograd Blok 62,N/A,399500,125.0,3196.0,SC PIRAMIDA 5.0 - BLOK 62,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-piramida-50-blok-62/NkbfUdQ7r_s/,"Novi Beograd Blok 62, Beograd, Srbija"
Beograd,Voždovac,N/A,215000,102.0,2107.84,DARVINOVA POŠTA 4.0 - VOŽDOVAC,https://www.nekretnine.rs/stambeni-objekti/stanovi/darvinova-posta-40-vozdovac/NkA0FbO_IUC/,"Voždovac, Beograd, Srbija"
Beograd,Dedinje (Beli dvor),N/A,485000,140.0,3464.29,DEDINJE 4.0 LUX - DUPLEX,https://www.nekretnine.rs/stambeni-objekti/stanovi/dedinje-40-lux-duplex/Nk92D6cIHFT/,"Dedinje (Beli dvor), Beograd, Srbija"
Beograd,Karaburma,N/A,160000,72.0,2222.22,KARABURMA 3.0 - DUPLEX,https://www.nekretnine.rs/stambeni-objekti/stanovi/karaburma-30-duplex/NksFXWQv3-p/,"Karaburma, Beograd, Srbija"
Beograd,Novi Beograd Blok 65,N/A,380000,61.0,6229.51,WEST 65 TOWER 2.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/west-65-tower-20-lux/Nkp3pYnABnI/,"Novi Beograd Blok 65, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,545600,124.0,4400.0,SC VRAČAR Premium - 124m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-124m2/NkVyoDA5PHT/,"Vračar (Centar), Beograd, Srbija"
Beograd,Vračar (Centar),N/A,215600,49.0,4400.0,SC VRAČAR Premium - 49m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/sc-vracar-premium-49m2/Nkl3jaemuads/,"Vračar (Centar), Beograd, Srbija"
Beograd,Konjarnik,N/A,204000,73.0,2794.52,KONJARNIK 4.0 - ZVEZDARA,https://www.nekretnine.rs/stambeni-objekti/stanovi/konjarnik-40-zvezdara/NkNNDDYLSsp/,"Konjarnik, Beograd, Srbija"
Beograd,Južni bulevar,N/A,384975,87.0,4425.0,VRAČAR POLITOVA 3.0 LUX - BEZ PROVIZIJE,https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-politova-30-lux-bez-provizije/NkSCTG4iLKu/,"Južni bulevar, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,460000,71.0,6478.87,BW PERLA 2.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-perla-20-lux/Nk6x3j-een6/,"Beograd na vodi, Beograd, Srbija"
Beograd,Bežanija,N/A,425000,99.0,4292.93,BEŽANIJSKA KOSA 4.0 - LUX,https://www.nekretnine.rs/stambeni-objekti/stanovi/bezanijska-kosa-40-lux/NkaNkpyx_ib/,"Bežanija, Beograd, Srbija"
Beograd,Crveni krst,Tome Maksimovića,188000,47.0,4000.0,Stan na Vracaru - Crvenom krstu,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-na-vracaru-crvenom-krstu/NkOz1NcjHZ3/,"Crveni krst, Beograd, Srbija"
Novi Sad,Detelinara nova,N/A,136000,40.0,3400.0,Odličan jednoiposoban stan na Detelinari.,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-jednoiposoban-stan-na-detelinari/NkRTP5eh0Eu/,"Detelinara nova, Novi Sad, Srbija"
Beograd,Denkova bašta,Ljube Davidovića,89000,39.0,2282.05,DZ Zvezdara,https://www.nekretnine.rs/stambeni-objekti/stanovi/dz-zvezdara/NkeepZluxej/,"Denkova bašta, Beograd, Srbija"
Novi Sad,Novo Naselje,N/A,139050,59.0,2356.78,Dvosoban stan na Novom Naselju,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-na-novom-naselju/Nk4KhVbb2g_/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,139050,59.0,2356.78,"Novo naselje, prazan 065/448-4648",https://www.nekretnine.rs/stambeni-objekti/stanovi/novo-naselje-prazan-065448-4648/NkCNpP1V_PY/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Bulevar,N/A,103000,37.0,2783.78,Funkcionalan jednoiposoban stan 37m2 na Top lokaciji Bulevar,https://www.nekretnine.rs/stambeni-objekti/stanovi/funkcionalan-jednoiposoban-stan-37m2-na-top-lokaciji-bulevar/NkqGg3cIAgL/,"Bulevar, Novi Sad, Srbija"
Beograd,Lekino brdo,Pašmanska,185992,55.52,3350.0,"Pašmanska, Lekino brdo, novogradnja, 55.52m2, trosoban",https://www.nekretnine.rs/stambeni-objekti/stanovi/pasmanska-lekino-brdo-novogradnja-5552m2-trosoban/Nk3qup5yI9L/,"Lekino brdo, Beograd, Srbija"
Novi Sad,Grbavica,N/A,92700,28.0,3310.71,Novogradnja ! Odlično za izdavanje -28m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/novogradnja--odlicno-za-izdavanje-28m2/NkOTOUBnZO4/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Adice,N/A,38110,22.0,1732.27,Garsonjera- Adice!,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-adice/Nk8v3FUr5Pv/,"Adice, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,95280,37.0,2575.14,Jednoiposoban stan na Grbavici,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednoiposoban-stan-na-grbavici/Nk8_CXvk0BP/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Liman 4,N/A,139500,40.0,3487.5,Retko u ponudi - kompletno renoviran stan na Limanu,https://www.nekretnine.rs/stambeni-objekti/stanovi/retko-u-ponudi-kompletno-renoviran-stan-na-limanu/NkZcGFuU-h0/,"Liman 4, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,136000,40.0,3400.0,Nov jednoiposoban stan 40m2 Nova Detelinara,https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-jednoiposoban-stan-40m2-nova-detelinara/NkcNmySGp_B/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Satelit,N/A,87550,29.0,3018.97,Odlican Jednosoban stan kakav trazite,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-jednosoban-stan-kakav-trazite/Nkk8f14f3WE/,"Satelit, Novi Sad, Srbija"
Niš,Vrežina,N/A,86240,49.28,1750.0,Dvoiposoban stan – povraćaj PDV-a – direktna prodaja,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan---povracaj-pdv-a---direktna-prodaja/Nk7CwYABYP-/,"Vrežina, Niš, Srbija"
Bečići,N/A,N/A,330000,83.0,3975.9,"Stan sa dve spavaće sobe, parkingom i otvorenim pogledom na more, 150m od mora, Budva, Bečići",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-sa-dve-spavace-sobe-parkingom-i-otvorenim-pogledom-na-more-150m-od-mora-budva-becici/Nk1nNeSghZK/,"Budva, Crna Gora"
Novi Sad,Grbavica,N/A,310690,96.0,3236.35,Odlična gradnja i oprema 96m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-gradnja-i-oprema-96m2/NkGtDDikDlt/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,139050,59.0,2356.78,~ 59m2 na Novom Naselju ~,https://www.nekretnine.rs/stambeni-objekti/stanovi/-59m2-na-novom-naselju-/Nk4363bf7_Z/,"Novo Naselje, Novi Sad, Srbija"
Beograd,Beograd na vodi,Nikolaja Kravcova,789888,142.0,5562.59,"Premium 4.0 stan, BW Bonaca",https://www.nekretnine.rs/stambeni-objekti/stanovi/premium-40-stan-bw-bonaca/Nk_NqfjV4TA/,"Beograd na vodi, Beograd, Srbija"
Beograd,Beograd na vodi,Nikolaja Kravcova,771888,142.0,5435.83,"Ekskluzivan 4.0 stan, BW Bonaca",https://www.nekretnine.rs/stambeni-objekti/stanovi/ekskluzivan-40-stan-bw-bonaca/NkoTzZzyTMs/,"Beograd na vodi, Beograd, Srbija"
Novi Sad,Grbavica,N/A,164800,100.0,1648.0,Suteren u novijoj zgradi na Grbavici ! Tri garsonjere,https://www.nekretnine.rs/stambeni-objekti/stanovi/suteren-u-novijoj-zgradi-na-grbavici--tri-garsonjere/NkV5XAq3qkK/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Telep,N/A,121460,43.0,2824.65,Dvosoban stan u izgradnji,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-u-izgradnji/NkVf1SX4clg/,"Telep, Novi Sad, Srbija"
Novi Sad,Telep,N/A,108150,35.0,3090.0,Odličan jednoiposoban stan na Telepu!,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-jednoiposoban-stan-na-telepu/Nk4ST3nOlt7/,"Telep, Novi Sad, Srbija"
Novi Sad,Adice,N/A,136900,58.0,2360.34,Predstavljamo vam trosoban stan koji se nalazi u odlicnoj ulici na Adicama.,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-vam-trosoban-stan-koji-se-nalazi-u-odlicnoj-ulici-na-adicama/Nk6mqmis8GH/,"Adice, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,308100,95.0,3243.16,Izgradnja sa rokom kraj 2026-e,https://www.nekretnine.rs/stambeni-objekti/stanovi/izgradnja-sa-rokom-kraj-2026-e/Nk9dhHklzan/,"Grbavica, Novi Sad, Srbija"
Vrdnik,N/A,N/A,120920,58.0,2084.83,Predstavljamo novu stambenu zgradu u izgradnji u Vrdniku.,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-novu-stambenu-zgradu-u-izgradnji-u-vrdniku/NkEzxireZuN/,"Vrdnik, Srbija"
Novi Sad,Centar,N/A,257500,65.0,3961.54,"VRHUNSKA ponuda, TOP lokacija!",https://www.nekretnine.rs/stambeni-objekti/stanovi/vrhunska-ponuda-top-lokacija/Nk1iGKhCWN9/,"Centar, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,84610,27.0,3133.7,Top ponuda - Cena sa PDV-om - Novogradnja,https://www.nekretnine.rs/stambeni-objekti/stanovi/top-ponuda-cena-sa-pdv-om-novogradnja/Nku9AYQgKRk/,"Podbara, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,446480,146.0,3058.08,Odlična izgradnja od pouzdanog investitora 146m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-izgradnja-od-pouzdanog-investitora-146m2/Nkkv4keAJ-2/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,241540,67.0,3605.07,Predstavljamo vam odličnu nekretinu koja se nalazi u najlepšem delu stare Detelinare.,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-vam-odlicnu-nekretinu-koja-se-nalazi-u-najlepsem-delu-stare-detelinare/NkbXyx_tH9A/,"Detelinara nova, Novi Sad, Srbija"
Beograd,Novi Beograd Blok 33 (Genex kula),Bulevar Arsenija Čarnojevića,378000,122.0,3098.36,"Prodaja,Genex, Generalice Blok 33, 122m2 ID#1583",https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-genex-generalice-blok-33-122m2-id1583/Nkz88aC-QJW/,"Novi Beograd Blok 33 (Genex kula), Beograd, Srbija"
Novi Sad,Detelinara nova,N/A,185660,68.0,2730.29,"Trosobna stan na Novoj Detelinari,68m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/trosobna-stan-na-novoj-detelinari-68m2/NkcOZsjspIf/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,87800,27.0,3251.85,Miše Dimitrijevića -27m2 TOP PONUDA,https://www.nekretnine.rs/stambeni-objekti/stanovi/mise-dimitrijevica-27m2-top-ponuda/NkI68_xfVjx/,"Grbavica, Novi Sad, Srbija"
Beograd,Gradska bolnica,Ante Bogićevića,200000,42.0,4761.9,"Gradska bolnica, Ante Bogićevića, mereno 64m2 ID#10850",https://www.nekretnine.rs/stambeni-objekti/stanovi/gradska-bolnica-ante-bogicevica-mereno-64m2-id10850/Nkh_fclri9r/,"Gradska bolnica, Beograd, Srbija"
Novi Sad,Grbavica,N/A,269640,77.0,3501.82,Odlična izgradnja sa povratom PDV-a 77m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-izgradnja-sa-povratom-pdv-a-77m2/Nkygml2kNId/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,94760,26.0,3644.62,Komforna garsonjera na Grbavici!,https://www.nekretnine.rs/stambeni-objekti/stanovi/komforna-garsonjera-na-grbavici/NkmPHol05Xv/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,51500,26.0,1980.77,"Garsonjera 26m2 na Podbari, pogodna za izdavanje",https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-26m2-na-podbari-pogodna-za-izdavanje/NkXnvKdnnKC/,"Podbara, Novi Sad, Srbija"
Beograd,Ledine,Dušana Krstića,132000,40.0,3300.0,Odličan 1.5 stan na Ledinama,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-15-stan-na-ledinama/NkYTF9Oz_EZ/,"Ledine, Beograd, Srbija"
Beočin,Dunav naselje,N/A,70040,49.0,1429.39,Prodaje se dvosoban stan 49m2 u Centru Beocina,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaje-se-dvosoban-stan-49m2-u-centru-beocina/NkEUKjGcppa/,"Dunav naselje, Beočin, Srbija"
Novi Sad,Detelinara nova,N/A,175100,76.0,2303.95,"Trosoban stan na Novoj Detelinari,76m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-na-novoj-detelinari-76m2/NkAz2C8TXXr/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Bulevar,N/A,154500,56.0,2758.93,Komforan trosoban stan na Bul. Oslobodjenja!,https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-trosoban-stan-na-bul-oslobodjenja/Nkp-LCllPfX/,"Bulevar, Novi Sad, Srbija"
Beograd,Novi Beograd Blok 19a,Milentija Popovića,310000,88.0,3522.73,Beograd  -  Opština Novi Beograd  -  Blok 19a  -  Milentija Popovića,https://www.nekretnine.rs/stambeni-objekti/stanovi/beograd-opstina-novi-beograd-blok-19a-milentija-popovica/Nk88b18Euxt/,"Novi Beograd Blok 19a, Beograd, Srbija"
Beograd,Ledine,Stolarska,210000,78.0,2692.31,Prodaja trosoban uknjižen stan  na odlčnoj lokaciji ID#8967,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-trosoban-uknjizen-stan-na-odlcnojlokaciji-id8967/Nkw_b6O09N0/,"Ledine, Beograd, Srbija"
Novi Sad,Avijatičarsko naselje,N/A,98660,48.0,2055.42,Odličan jednosoban stan 48m2  u fasadnoj cigli na Avijaciji,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-jednosoban-stan-48m2-u-fasadnoj-cigli-na-avijaciji/Nk08fUv3I9J/,"Avijatičarsko naselje, Novi Sad, Srbija"
